Ashburn-VA-LTSY-DC3,E55-F41,35,2,"34,35",,uvm-2,uvm-iadsp01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628DW,,Production,UltraDNS-Common,Ultra-Hypervisor
Ashburn-VA-LTSY-DC3,E55-F41,33,2,"32,33",,uvm-3,uvm-iadsp01-03.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628EB,,Production,UltraDNS-Common,Ultra-Hypervisor
Ashburn-VA-LTSY-DC3,E55-F41,31,2,"30,31",,uvm-4,uvm-iadsp01-04.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628DR,,Production,UltraDNS-Common,Ultra-Hypervisor
Ashburn-VA-LTSY-DC3,E55-F41,29,2,"28,29",,resolver 1,resolver-iadsp01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628D7,,Production,UltraDNS-Common,Ultra-Hypervisor
Ashburn-VA-LTSY-DC3,E55-F41,27,2,"26,27",,resolver 2,resolver-iadsp01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628EH,,Production,UltraDNS-Common,Ultra-Hypervisor
Ashburn-VA-LTSY-DC3,E55-F41,25,2,"24,25",,resolver 3,resolver-iadsp01-03.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628DL,,Production,UltraDNS-Common,Ultra-Hypervisor
Ashburn-VA-LTSY-DC3,E55-F41,23,2,"22,23",,resolver 4,resolver-iadsp01-04.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628DD,,Production,UltraDNS-Common,Ultra-Hypervisor
Ashburn-VA-LTSY-DC3,E55-F40,40,1,40,,sw-iad01-01,sw-iad01-01.ultra.neustar.com,HP,E3800,SG22DLX1VJ,152526,Production,UltraDNS-Common,Ultra-Network,,,,
Ashburn-VA-LTSY-DC3,E55-F40,42,2,"41,42",,rtr-iad01-01,rtr-iad01-01.ultra.neustar.com,Juniper,J6350,JN11CA265ADB,153199,Production,UltraDNS-Common,Ultra-Network,,,,
Ashburn-VA-LTSY-DC3,E55-F40,38,2,"37,38",,uvm-iad01,uvm-iad01-01.prod.ultradns.net,HP,Proliant DL385G7,USE21628DY,,Production,UltraDNS-Common,Ultra-Network,,,,
Ashburn-VA-LTSY-DC3,E55-F40,36,2,"35,36",,uvm-iad02,uvm-iad01-02.prod.ultradns.net,HP,Proliant DL385G7,USE21628E3,,Production,UltraDNS-Common,Ultra-Network,,,,
Ashburn-VA-LTSY-DC3,E55-F40,34,2,"33,34",,resolver-iad01-01 ,resolver-iad01-01.prod.ultradns.net,HP,Proliant DL385G7,USE21628DB,153233,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Ashburn-VA-LTSY-DC3,E55-F40,32,2,"31,32",,resolver - iad02,resolver-iad01-02.prod.ultradns.net,HP,Proliant DL385G7,USE21628E8,,Production,UltraDNS-Common,Ultra-Network,,,,
Atlanta-GA-CenturyLink,1,24,1,24,,,,Dell,Power Edge R1435,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,28,1,28,,,,Dell,Power Edge R300,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,27,1,27,,,,Dell,Power Edge R300,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,26,1,26,,,,Dell,Power Edge R300,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,25,1,25,,,,Dell,Power Edge R300,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,23,1,23,,,,Dell,Power Edge R300,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,22,1,22,,,,Dell,Power Edge R300,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,17,2,"16,17",,,,Dell,Power Edge R720,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,15,2,"14,15",,,,Dell,Power Edge R720,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,13,2,"12,13",,,,Dell,Power Edge R720,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,36,1,36,,,,F5,,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,35,1,35,,,,F5,,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,34,1,34,,,,F5,,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,21,2,"20,21",,,,,,,,,Fernando Mendoza,,,,,
Atlanta-GA-CenturyLink,1,19,2,"18,19",,,,,,,,,Fernando Mendoza,,,,,
Atlanta-GA-LVTL,004.0401.C09.10,33,2,"32,33",,resolver-atl01-01 ,resolver-atl01-01.prod.ultradns.net,HP,ProLiant DL385 G7    ,USE216288V,152789,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Atlanta-GA-LVTL,004.0401.C09.10,30,2,"29,30",,resolver-atl01-02 ,resolver-atl01-02.prod.ultradns.net,HP,ProLiant DL385 G7    ,USE216283J,152790,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Atlanta-GA-LVTL,004.0401.C09.10,27,2,"26,27",,uvm-atl01-01 ,uvm-atl01-01.prod.ultradns.net,HP,ProLiant DL385 G7    ,USE21628BN,152788,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Atlanta-GA-LVTL,004.0401.C09.10,24,2,"23,24",,uvm-atl01-02 ,uvm-atl01-02.prod.ultradns.net,HP,ProLiant DL385 G7    ,USE21628C1,152787,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Atlanta-GA-LVTL,004.0401.C09.10,21,2,"20,21",,,,HP,ProLiant DL385 G7    ,,,,,,,,,
Atlanta-GA-LVTL,004.0401.C09.10,18,2,"17,18",,,,HP,ProLiant DL385 G7    ,,,,,,,,,
Atlanta-GA-LVTL,004.0401.C09.10,16,2,"15,16",,,,ARBOR,,,,,,,,,,
Beijing-CHN-CNNIC,A61472Ê,4,2,"3,4",,,,Cisco,3750,,,,,,,,,
Beijing-CHN-CNNIC,A61472Ê,14,2,"13,14",,,,ARBOR,Pravail APS 2000,,,,,,,,,
Beijing-CHN-CNNIC,A61472Ê,6,2,"5,6",,,,HP,ProLiant DL385 G7,,,,,,,,,
Beijing-CHN-CNNIC,A61472Ê,8,2,"7,8",,,,HP,ProLiant DL385 G7,,,,,,,,,
Beijing-CHN-CNNIC,A61472Ê,10,2,"9,10",,,,HP,ProLiant DL385 G7,,,,,,,,,
Beijing-CHN-CNNIC,A61472Ê,12,2,"11,12",,,,HP,ProLiant DL385 G7,,,,,,,,,
Beijing-CHN-CNNIC,A61472Ê,16,2,"15,16",,,,HP,ProLiant DL385 G7,,,,,,,,,
Beijing-CHN-CNNIC,A61472Ê,18,2,"17,18",,,,HP,ProLiant DL385 G7,,,,,,,,,
Beijing-CHN-CNNIC,A614,2,1,2,,,,Juniper,J6350,,,,,,,,,
Bogota-COL-TER,306,38,1,38,,sw1tmco-sw0 ,sw1tmco-sw0.ultradns.net,Cisco,3750 G,,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,740
Bogota-COL-TER,,41,2,"40,41",,rtr-bog01-01  ,rtr-bog01-01.ultra.neustar.com,Juniper,J6350,JN1161640ADB,,Production,UltraDNS-Common,Ultra-Network,,,,
Bogota-COL-TER,,27,2,"26,27",,uvm-bog-01-02,uvm-bog01-02.prod.ultradns.net,HP,ProLiant DL385 G7,2M22470210,,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Bogota-COL-TER,,30,2,"29,30",,uvm-bog01-01 ,uvm-bog01-01.prod.ultradns.net,HP,ProLiant DL385 G7,2M22470210,156085,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Bogota-COL-TER,,33,2,"32,33",,resolver-bog01-02 ,resolver-bog01-02.prod.ultradns.net,HP,ProLiant DL385 G7,2M224701H8,155517,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Bogota-COL-TER,,36,2,"35,36",,resolver-bog01-01 ,resolver-bog01-01.prod.ultradns.net,HP,ProLiant DL385 G7,2M224701H4,155518,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Chicago-IL-EQIX-FL5,103,18,1,18,On,ciix2000la2.sip-ix ,ciix2000la2.sip-ix.neustar.com,F5 NETWORKS,LTM2000,F5-KTAZ-FWLY,157612,,"Network - Shared, ENUM, SIP-IX, itRS","Network.NET.Network - Shared, Network.NET.SIP-IX",,,,
Chicago-IL-EQIX-FL5,103,20,1,20,On,ciix2000la1.sip-ix ,ciix2000la1.sip-ix.neustar.com,F5 NETWORKS,LTM2000,F5-NMDB-DZNZ,,Production,"Network - Shared, ENUM, SIP-IX, itRS","Network.NET.Network - Shared, Network.NET.SIP-IX",,,,
Chicago-IL-EQIX-FL5,103,22,1,22,On,ciix3400la2.sip-ix ,ciix3400la2.sip-ix.neustar.com,F5 NETWORKS,BIG-IP 3400,BIP229282S,,Production,"Network - Shared, ENUM, SIP-IX, itRS","Network.NET.Network - Shared, Network.NET.SIP-IX",,,,
Chicago-IL-EQIX-FL5,103,24,1,24,On,ciix3400la1.sip-ix ,ciix3400la1.sip-ix.neustar.com,F5 NETWORKS,BIG-IP 3400,BIP229897S,11527,Production,"Network - Shared, ENUM, SIP-IX, itRS","Network.NET.Network - Shared, Network.NET.SIP-IX",,,,
Chicago-IL-EQIX-FL5,103,31,6,"26,27,28,29,30,31",On,ciix7604b.sip-ix ,ciix7604b.sip-ix.neustar.com,Cisco,7604,FOX11010CRW,11250,Production,"Network - Shared, ENUM, SIP-IX, itRS","Network.NET.SIP-IX, Network.NET.Network - Shared, ENUM-Network, itRS",,,,
Chicago-IL-EQIX-FL6,103,35,1,35,On,ciixcon1,ciixcon1,MRV,LX-4032T,00:a0:9c:00:6e:f2,,Production,SIP-IX,Network.NET.Network - Shared,,,,
Chicago-IL-EQIX-FL5,103,42,6,"37,38,39,40,41,42",On,ciix7604a.sip-ix ,ciix7604a.sip-ix.neustar.com,Cisco,7604,FOX11070R0C,,Production,"Network - Shared, ENUM, SIP-IX, itRS","Network.NET.SIP-IX, Network.NET.Network - Shared, ENUM-Network, itRS",,,,
Chicago-IL-EQIX-FL5,102,,4,"5,6,7,8",On,ciixpprdb2.sip-ix ,ciixpprdb2.sip-ix.neustar.com,HP,ProLiant DL580 G4,USE728NBZZ,11745,Production,"SIP-IX, itRS, Pathfinder","Assets.HOST.SIP-IX, itRS, Pathfinder",,,,
Chicago-IL-EQIX-FL5,102,14,2,"13,14",On,ciixpprspsi2,ciixpprspsi2.sip-ix.neustar.com,HP,ProLiant DL380 G5,2UX72404A6,11760,Production,SIP-IX,Assets.HOST.SIP-IX,,,,
Chicago-IL-EQIX-FL5,102,17,2,"16,17",On,ciixpprap4.sip-ix ,ciixpprap4.sip-ix.neustar.com,HP,,2UX72505B9,11751,Production,"SIP-IX, itRS, Pathfinder","Assets.HOST.SIP-IX, itRS, Pathfinder",,,,
Chicago-IL-EQIX-FL5,102,20,2,"19,20",On,ciixpprap2.sip-ix ,ciixpprap2.sip-ix.neustar.com,HP,ProLiant DL380 G5,2UX7250595,11756,Production,"SIP-IX, itRS, Pathfinder","Assets.HOST.SIP-IX, itRS, Pathfinder",,,,
Chicago-IL-EQIX-FL5,102,28,3,"26,27,28",On,ciix550b.sip-ix ,ciix550b.sip-ix.neustar.com,Juniper,SSG-550M,JN11EB56DADB,11276,Production,Network Security Services,Network Security Services-Appliances,,,,
Chicago-IL-EQIX-FL5,102,31,2,"30,31",Off,ciix550b,,Juniper,SSG-550,158032007000033,,Production,"Network - Shared, SIP-IX","Network.NET.SIP-IX, Network.NET.Network - Shared",,,,
Chicago-IL-EQIX-FL6,102,35,1,35,On,ciix37505a2,ciix3750sa2.sip-ix.neustar.com,CISCO,WS-C3750G-48TS,FOC1104Y2TC,,Production,"Network - Shared, SIP-IX","Network.NET.SIP-IX, Network.NET.Network - Shared",,,,
Chicago-IL-EQIX-FL5,101,8,4,"5,6,7,8",On,ciixpprdb1.sip-ix ,ciixpprdb1.sip-ix.neustar.com,HP,ProLiant DL580 G4,USE728NC02,11742,Production,"SIP-IX, itRS, Pathfinder","Assets.HOST.SIP-IX, itRS, Pathfinder",,,,
Chicago-IL-EQIX-FL5,101,14,2,"13,14",On,ciixpprspsi1.sip-ix ,ciixpprspsi1.sip-ix.neustar.com,HP,ProLiant DL380 G5,2UX72505C7,11747,Production,SIP-IX,Assets.HOST.SIP-IX,,,,
Chicago-IL-EQIX-FL5,101,17,2,"16,17",On,ciixpprap3.sip-ix ,ciixpprap3.sip-ix.neustar.com,HP,ProLiant DL380 G5,2UX72505BR,11757,Production,"SIP-IX, itRS, Pathfinder","Assets.HOST.SIP-IX, itRS, Pathfinder",,,,
Chicago-IL-EQIX-FL5,101,20,2,"19,20",On,ciixpprap1.sip-ix ,ciixpprap1.sip-ix.neustar.com,HP,ProLiant DL380 G5,2UX72505BA,11750,Production,"SIP-IX, itRS, Pathfinder","Assets.HOST.SIP-IX, itRS, Pathfinder",,,,
Chicago-IL-EQIX-FL5,101,28,3,"26,27,28",On,ciix550a.sip-ix ,ciix550a.sip-ix.neustar.com,Juniper,SSG-550M,JN11E6EF8ADB,,Production,Network Security Services,Network Security Services-Appliances,,,,
Chicago-IL-EQIX-FL5,101,31,2,"30,31",Off,ciix550a.sip-ix ,ciix550a.sip-ix.neustar.com,Juniper,SSG-550M,JN11E6EF8ADB,,Production,Network Security Services,Network Security Services-Appliances,,,,
Chicago-IL-EQIX-FL5,101,35,1,35,On,ciix37505a1,ciix3750sa1.sip-ix.neustar.com,CISCO,WS-C3750G-48TS,FOC1104Y2TW,,Production,"Network - Shared, SIP-IX","Network.NET.SIP-IX, Network.NET.Network - Shared",,,,
Elk Grove Village-IL-EQIX-CH3,105,35,1,35,on,,,Cisco,2800,FXT1389A36M,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM,,,,
Elk Grove Village-IL-EQIX-CH3,105,33,1,33,on,chcgil-edge-rtr01,chcgil-edge-rtr01,Cisco,2811,FDO1252Y3YA,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM,,,,
Elk Grove Village-IL-EQIX-CH3,105,36,1,36,on,chcgil-peer-rtr01,chcgil-peer-rtr01,Cisco,2821,FD01322SGJO,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM,,,,
Elk Grove Village-IL-EQIX-CH3,105,34,1,34,on,chcgil-peer-sw01,chcgil-peer-sw01,Cisco,3759,FTX1310A1PF,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM,,,,
Elk Grove Village-IL-EQIX-CH3,105,30,1,30,on,chcgil-itp2,chcgil-itp2,Cisco,7200,36855434,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM,,,,
Elk Grove Village-IL-EQIX-CH3,105,37,1,37,on,,,Cisco,RPS,,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM,,,,
Dallas-TX-EQIX-NTT,,26,2,"25,26",on,prv-dfw01-01,prv-dfw01-01.ultra.neustar.com,ARBOR,Pravail APS 2000,PR1-20131010C,157855,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Dallas-TX-EQIX-NTT,,37,2,"36,37",,resolver-dfw01-01 ,resolver-dfw01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628B5,172770,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Dallas-TX-EQIX-NTT,,34,2,"33,34",,resolver-dfw01-02 ,resolver-dfw01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE216283F,152769,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Dallas-TX-EQIX-NTT,,31,2,"30,31",,uvm-dfw01-01 ,uvm-dfw01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628BT,152771,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Dallas-TX-EQIX-NTT,,28,2,"27,28",,uvm-dfw01-02 ,uvm-dfw01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628D5,152772,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Dallas-TX-EQIX-NTT,,24,2,"23,24",,dnsa-dfw01-01 ,dnsa-dfw01-01.prod.ultradns.net,HP,ProLiant DL385p G8,MXQ34100V1,157856,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Dallas-TX-EQIX-NTT,,22,2,"21,22",,dnsa-dfw01-02 ,dnsa-dfw01-02.prod.ultradns.net,HP,ProLiant DL385p G8,MXQ34100V2,157857,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Denver-CO-LVLT,C3A.15,37,1,37,,sw-den01-01,sw-den01-01.ultra.neustar.com,Juniper,E3800 ,SG22DLX1SQ,,Production,UltraDNS-Common,Ultra-Network,,,,
Denver-CO-LVLT,C3A.15,39,1,39,,rtr-den01-01,rtr-den01-01.ultra.neustar.com,Juniper,J6350,JN11E5465ADB,,Production,UltraDNS-Common,Ultra-Network,,,,
Denver-CO-LVLT,C3A.15,20,1,20,,prv-den01-01  ,prv-den01-01.ultra.neustar.com,ARBOR ,Pravail APS 2000,PR1-20131005C,,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Denver-CO-LVLT,C3A.15,23,1,23,,xtledge-dfw01-01 Ê,xtledge-dfw01-01.prod.ultradns.netÊ,HP,ProLiant DL385 G7,,,,,,,,,
Denver-CO-LVLT,C3A.15,26,1,26,,uvm-den01-02 ,uvm-den01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628CT,152776,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Denver-CO-LVLT,C3A.15,29,1,29,,uvm-den01-01 ,uvm-den01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628BW,152775,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Denver-CO-LVLT,C3A.15,32,1,32,,resolver-den01-02 ,resolver-den01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628B1,152778,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Denver-CO-LVLT,C3A.15,35,1,35,,resolver-den01-01 ,resolver-den01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE216288K,152777,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Denver-CO-LVLT,C3A.15,15,1,15,,dnsa-den01-02 ,dnsa-den01-02.prod.ultradns.net,HP,ProLiant DL385p G8,MXQ3410BTQ,157854,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Denver-CO-LVLT,C3A.15,15,1,15,,dnsa-den01-01.dev ,dnsa-den01-01.dev.ultradns.net,HP,ProLiant DL385p G8,MXQ3410BTP,157894,Development,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Denver-CO-LVLT,C03.17,28,1,28,,sw-denqa01-01,sw-denqa01-01.ultra.neustar.com,Cisco,Catalyst 3750 G,FOC1247W19S,141415,QE,"Network - Shared, UltraDNS-Common","Network.NET.Network - Shared, Ultra-Network",,,,
Denver-CO-LVLT,C03.17,29,1,29,,sw-denqa01-01  ,sw-denqa01-01.ultra.neustar.com,Cisco,Catalyst 3750 G,FOC1247W19S,141415,QE,"Network - Shared, UltraDNS-Common","Network.NET.Network - Shared, Ultra-Network",,,,
Denver-CO-LVLT,C03.17,37,1,37,,rtr-dendev01-01  ,rtr-dendev01-01.ultra.neustar.com,Juniper,J6350,JN115C0B8ADB,144399,Development,,,,,,
Denver-CO-LVLT,C03.17,1,1,1,,resolver-den01-02.dev ,resolver-den01-02.dev.ultradns.net,HP,ProLiant DL385p G8,MXQ320002C,,Development,,,,,,
Denver-CO-LVLT,C03.17,3,1,3,,uvm-den01-01.dev ,uvm-den01-01.dev.ultradns.net,HP,ProLiant DL385p G8,MXQ3200226,,Development,,,,,,
Denver-CO-LVLT,C03.17,5,1,5,,uvm-den01-02.dev ,uvm-den01-02.dev.ultradns.net,HP,ProLiant DL385p G8,MXQ3200225,,Development,,,,,,
Denver-CO-LVLT,C03.17,7,1,7,,uvm-den01-01.dev ,uvm-den01-01.dev.ultradns.net,HP,ProLiant DL385p G8,MXQ3200226,,Development,,,,,,
Denver-CO-LVLT,C03.17,9,1,9,,resolver-den01-02.qa ,resolver-den01-02.qa.ultradns.net,HP,ProLiant DL385p G8,MXQ320002D,,QE,,,,,,
Denver-CO-LVLT,C03.17,11,1,11,,resolver-den01-01.qa ,resolver-den01-01.qa.ultradns.net,HP,ProLiant DL385p G8,MXQ320002F,,QE,,,,,,
Denver-CO-LVLT,C03.17,13,1,13,,uvm-den01-02.qa ,uvm-den01-02.qa.ultradns.net,HP,ProLiant DL385p G8,MXQ3200228,,QE,,,,,,
Denver-CO-LVLT,C03.17,15,1,15,,uvm-den01-01.qa   ,uvm-den01-01.qa.ultradns.net  ,HP,ProLiant DL385p G8,MXQ3200227,,QE,,,,,,
Denver-CO-LVLT,C03.17,21,1,21,,dnsa-den01-02.dev ,dnsa-den01-02.dev.ultradns.net,HP,ProLiant DL385p G8,MXQ3410BTK,157891,Development,,,,,,
Denver-CO-LVLT,C03.17,23,1,23,,dnsa-den01-01.dev ,dnsa-den01-01.dev.ultradns.net,HP,ProLiant DL385p G8,MXQ3410BTP,157894,Development,,,,,,
Denver-CO-LVLT,C03.17,25,1,25,,dnsa-den01-02.qa ,dnsa-den01-02.qa.ultradns.net,HP,ProLiant DL385p G8,MXQ3410BTN,157893,QE,,,,,,
Denver-CO-LVLT,C03.17,27,1,27,,dnsa-den01-01.qa ,dnsa-den01-01.qa.ultradns.net,HP,ProLiant DL385p G8,MXQ3410BTL,157892,QE,,,,,,
Dublin-IRL-LVLT,IEDBZ4.S6.1.6 (Back),35,1,35,,sw-dub01-01  ,sw-dub01-01.ultra.neustar.com,HP,E3800,SG25G0V2FZ,,Production,UltraDNS-Common,Ultra-Network,,,,
Dublin-IRL-LVLT,IEDBZ4.S6.1.6 (Back),38,2,"37,38",,rtr-dub01-01  ,rtr-dub01-01.ultra.neustar.com,Juniper,J6350,JN1204D5DADB,153893,Production,UltraDNS-Common,Ultra-Network,,,,
Dublin-IRL-LVLT,IEDBZ4.S6.1.6,40,2,"39,40",,prv-dub01-01,prv-dub01-01.ultra.neustar.com,ARBOR ,Pravail APS 2000,PR1-20131007C,,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Dublin-IRL-LVLT,IEDBZ4.S6.1.6,33,2,"32,33",,resolver-dub01-01 ,resolver-dub01-01.prod.ultradns.net,HP,ProLiant DL385 G7,Z3226N0P9,153889,,,,,,,
Dublin-IRL-LVLT,IEDBZ4.S6.1.6,30,2,"29,30",,resolver-dub01-02 ,resolver-dub01-02.prod.ultradns.net,HP,ProLiant DL385 G7,CZ3226N0PT,153890,,,,,,,
Dublin-IRL-LVLT,IEDBZ4.S6.1.6,27,2,"26,27",,uvm-dub01-01 ,uvm-dub01-01.prod.ultradns.net,HP,ProLiant DL385 G7,CZ3226N0MN,153891,,,,,,,
Dublin-IRL-LVLT,IEDBZ4.S6.1.6,24,2,"23,24",,uvm-dub01-02 ,uvm-dub01-02.prod.ultradns.net,HP,ProLiant DL385 G7,CZ3226N0M9,153892,,,,,,,
Dublin-IRL-LVLT,IEDBZ4.S6.1.6,22,2, ,,dnas-dub01-01,dnsa-dub01-01.prod.ultradns.net,HP,ProLiant DL385p G8,CZJ3430WFV,,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Dublin-IRL-LVLT,IEDBZ4.S6.1.6,20,2,"19,20",,dnas-dub01-02,dnsa-dub01-02.prod.ultradns.net,HP,ProLiant DL385p G8,CZJ3430WFQ,,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Hong Kong-CIN-EQIX,922,40,1,40,,sw-hkg01-01  ,sw-hkg01-01.ultra.neustar.com,Cisco,Catalyst 3750 G,FOC120305T8,,,,,,,,
Hong Kong-CIN-EQIX,922,42,2,"41,42",,rtr-hkg01-01  ,rtr-hkg01-01.ultra.neustar.com,Juniper,J6350,JN11F9024ADB,155310,Production,UltraDNS-Common,Ultra-Network,,,,
Hong Kong-CIN-EQIX,922,16,2,"15,16",,prv-hkg01-01,prv-hkg01-01.ultra.neustar.com,ARBOR ,Pravail APS 2000,PR1-20131031C,,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Hong Kong-CIN-EQIX,922,2,1,2,,rdns2eqhk ,rdns2eqhk.ultradns.net,HP,ProLiant DL165 G5,2UX834008P,140697,Production,UltraDNS-EDNS,UltraDNS RDNS Resolvers,,,,
Hong Kong-CIN-EQIX,922,1,1,1,,rdns3eqhk  ,rdns3eqhk.ultra.neustar.com,HP,ProLiant DL165 G5,2UX838011P,140698,Production,UltraDNS-EDNS,UltraDNS RDNS Resolvers,,,,
Hong Kong-CIN-EQIX,922,4,2,"3,4",,xtldedge-hkg01-01 .,xtldedge-hkg01-01.prod.ultradns.net.,HP,ProLiant DL385p G5,USE951NPS4,,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
Hong Kong-CIN-EQIX,922,20,2,"19,20",,dnsa-hkg01-02 ,dnsa-hkg01-02.prod.ultradns.net,HP,ProLiant DL385p G8,SGH419FXYL,159604,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Hong Kong-CIN-EQIX,922,18,2,"17,18",,dnsa-hkg01-01 ,dnsa-hkg01-01.prod.ultradns.net,HP,ProLiant DL385p G8,SGH419FXYJ,159603,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Hong Kong-CIN-EQIX,922,14,2,"13,14",,resolver-hkg01-02 ,resolver-hkg01-02.prod.ultradns.net,HP,ProLiant DL385p G8,USE248N9KK,,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
Hong Kong-CIN-EQIX,922,12,2,"11,12",,resolver-hkg01-01 ,resolver-hkg01-01.prod.ultradns.net,HP,ProLiant DL385p G8,USE248N9KT,,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
Hong Kong-CIN-EQIX,922,10,2,"9,10",,uvm-hkg01-01 ,uvm-hkg01-01.prod.ultradns.net,HP,ProLiant DL385p G8,USE249NMX5,,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Hong Kong-CIN-EQIX,922,8,2,"7,8",,uvm-hkg01-02 ,uvm-hkg01-02.prod.ultradns.net,HP,ProLiant DL385p G8,USE249NMX8,,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Johannesburg-ZAF-IS,,6,1,6,on,sw-jnb01-01,sw-jnb01-01.ultra.neustar.com,Cisco,Catalyst 3750 X,FDO1711P01W,,Production,UltraDNS-Common,Ultra-Network,,,,
Johannesburg-ZAF-IS,,17,2,"16,17",on,prv-jnb01-01  ,prv-jnb01-01.ultra.neustar.com,ARBOR ,Pravail APS 2000,PR1-20131060C,,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Johannesburg-ZAF-IS,,11,2,"10,11",on,resolver-jnb01-02 ,resolver-jnb01-02.prod.ultradns.net,HP,ProLiant DL385p G8,CZJ32001G7,,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
Johannesburg-ZAF-IS,,9,2,"8,9",on,resolver-jnb01-01 ,resolver-jnb01-01.prod.ultradns.net,HP,ProLiant DL385p G8,CZJ32001G8,,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
